iters,fevals,fitness
0,66023,2011.731280881219
10,66024,2090.7118487433654
20,66025,2015.1606609786118
30,66026,2226.8279002016425
40,66027,2103.8744680218097
50,66028,1916.9414210030804
60,66029,1920.9153327747722
70,66030,1792.9414760562734
80,66031,2080.4032846895625
90,66032,2216.436856459704
100,66033,2288.0171539038265
110,66034,2204.6238048264468
120,66035,1948.955805330043
130,66036,2040.8159768798357
140,66037,2226.343957422589
150,66038,2144.7060290998284
160,66039,1908.0917434040068
170,66040,2008.5967758052582
180,66041,2122.589719274245
190,66042,1992.3411245131845
200,66043,2009.944560867488
210,66044,2403.198223339582
220,66045,2392.992347845796
230,66046,2268.9140976177323
240,66047,2236.7159409416145
250,66048,2082.442798681604
260,66049,1943.9966588661853
270,66050,1891.835870792379
280,66051,2024.8267327550325
290,66052,1828.3278469665515
300,66053,2116.7587257095124
310,66054,2122.5617185536044
320,66055,2268.065099189978
330,66056,2239.729863792357
340,66057,2252.2014542469665
350,66058,2697.6414874880006
360,66059,2539.5703344930457
370,66060,2524.439130965406
380,66061,2491.099141531694
390,66062,2669.002221260801
400,66063,2756.6202849612323
410,66064,2819.413932321338
420,66065,3134.907234066702
430,66066,3227.0533539784906
440,66067,3226.3505630558534
450,66068,3247.9160408126268
460,66069,3247.9160408126268
470,66070,3291.616432617161
480,66071,3347.254652749066
490,66072,3347.254652749066
500,66073,3347.254652749066
510,66074,3347.254652749066
520,66075,3347.254652749066
530,66076,3347.254652749066
540,66077,3347.254652749066
550,66078,3347.254652749066
560,66079,3347.254652749066
570,66080,3347.254652749066
580,66081,3347.254652749066
590,66082,3354.2441325134096
600,66083,3354.2441325134096
610,66084,3354.2441325134096
620,66085,3354.2441325134096
630,66086,3354.2441325134096
640,66087,3354.2441325134096
650,66088,3354.2441325134096
660,66089,3354.2441325134096
670,66090,3354.2441325134096
680,66091,3354.2441325134096
690,66092,3354.2441325134096
700,66093,3354.2441325134096
710,66094,3354.2441325134096
720,66095,3354.2441325134096
730,66096,3354.2441325134096
740,66097,3354.2441325134096
750,66098,3354.2441325134096
760,66099,3354.2441325134096
770,66100,3354.2441325134096
780,66101,3354.2441325134096
790,66102,3354.2441325134096
800,66103,3354.2441325134096
810,66104,3354.2441325134096
820,66105,3354.2441325134096
