iters,fevals,fitness,times
0,8401754,79.0
10,8402799,81.0
20,8403843,82.0
30,8404889,83.0
40,8405922,88.0
50,8406955,84.0
60,8407995,92.0
70,8409029,92.0
80,8410069,92.0
90,8411117,93.0
100,8412158,93.0
110,8413202,93.0
120,8414241,93.0
130,8415287,93.0
140,8416322,93.0
150,8417358,93.0
160,8418403,93.0
170,8419449,93.0
180,8420494,93.0
190,8421537,93.0
200,8422575,93.0
210,8423614,94.0
220,8424653,93.0
230,8425688,93.0
240,8426716,94.0
250,8427751,94.0
260,8428793,94.0
270,8429850,94.0
280,8430879,94.0
290,8431919,94.0
300,8432966,94.0
310,8434015,94.0
320,8435052,94.0
330,8436098,94.0
340,8437133,94.0
350,8438181,95.0
360,8439218,94.0
370,8440252,94.0
380,8441292,94.0
390,8442338,94.0
400,8443380,94.0
410,8444416,94.0
420,8445452,94.0
430,8446480,94.0
440,8447527,94.0
450,8448574,96.0
460,8449617,96.0
470,8450664,95.0
480,8451700,95.0
490,8452736,94.0
500,8453777,95.0
510,8454815,94.0
520,8455862,94.0
530,8456904,94.0
540,8457939,95.0
550,8458975,95.0
560,8460015,94.0
570,8461049,94.0
580,8462101,94.0
590,8463138,94.0
600,8464176,94.0
610,8465223,95.0
620,8466268,94.0
630,8467308,94.0
640,8468348,94.0
650,8469391,94.0
660,8470429,94.0
670,8471460,94.0
680,8472496,94.0
690,8473529,94.0
700,8474563,95.0
710,8475613,95.0
720,8476645,95.0
730,8477687,95.0
740,8478733,95.0
750,8479767,95.0
760,8480803,95.0
770,8481853,94.0
780,8482898,94.0
790,8483937,94.0
800,8484973,95.0
810,8486017,95.0
820,8487061,95.0
830,8488109,95.0
840,8489155,95.0
850,8490192,95.0
860,8491234,95.0
870,8492277,95.0
880,8493314,95.0
890,8494349,95.0
900,8495392,94.0
910,8496438,94.0
920,8497473,95.0
930,8498511,95.0
940,8499549,96.0
950,8500589,95.0
960,8501637,96.0
970,8502686,96.0
980,8503716,95.0
990,8504757,96.0
1000,8505801,96.0
1010,8506839,96.0
1020,8507870,96.0
1030,8508904,96.0
1040,8509940,96.0
1050,8510976,96.0
1060,8512011,96.0
1070,8513053,96.0
1080,8514098,96.0
1090,8515149,96.0
1100,8516187,96.0
1110,8517224,96.0
1120,8518255,96.0
1130,8519290,96.0
1140,8520334,96.0
1150,8521372,96.0
1160,8522421,96.0
1170,8523470,96.0
1180,8524514,96.0
1190,8525557,96.0
1200,8526604,96.0
1210,8527644,96.0
1220,8528680,96.0
1230,8529728,96.0
1240,8530763,96.0
1250,8531810,96.0
1260,8532853,96.0
1270,8533895,96.0
1280,8534936,96.0
1290,8535972,96.0
1300,8537009,96.0
1310,8538046,96.0
1320,8539081,96.0
1330,8540116,96.0
1340,8541161,96.0
1350,8542191,96.0
1360,8543233,96.0
1370,8544265,96.0
1380,8545303,96.0
1390,8546350,96.0
1400,8547395,96.0
1410,8548436,96.0
