iters,fevals,fitness,times
0,10,0.04575223194935838,2.9021999999989667e-05
10,11,0.050825743611641286,5.6012999999979773e-05
20,12,0.05489516204477932,8.156199999997948e-05
30,13,0.055744181780876055,0.00010628499999998375
40,14,0.0588201039014789,0.0001308549999999853
50,15,0.05883148511442372,0.0001545729999999912
60,16,0.06049606387634942,0.00017828099999998848
70,17,0.06327865432482953,0.00020282800000000212
80,18,0.0636225064153044,0.00022743300000001299
90,19,0.06650113840061586,0.00025157900000001565
100,20,0.06698387033966323,0.0002754460000000125
110,21,0.06846772140720686,0.0002994770000000063
120,22,0.06851319052733049,0.0003375510000000054
130,23,0.07089931932902825,0.0003614930000000044
140,24,0.07198968745541166,0.0003852920000000093
150,25,0.07243795746190725,0.00040872800000001097
160,26,0.07243795746190725,0.00043260200000001803
170,27,0.07257154051372024,0.0004560570000000097
180,28,0.07289194383906016,0.0004797570000000112
190,29,0.0742296748417579,0.0005036430000000119
200,30,0.0742296748417579,0.0005277590000000165
210,31,0.07489655348668389,0.0005513010000000179
220,32,0.07489655348668389,0.0005759370000000125
230,33,0.07489655348668389,0.0006001140000000127
240,34,0.07571400109005336,0.000623997000000015
250,35,0.0767729150660128,0.0006492530000000024
260,36,0.07750584295071122,0.0006731970000000143
270,37,0.07875713007288944,0.000697535000000013
280,38,0.08056435211323325,0.0007214150000000169
290,39,0.08056435211323325,0.0007450300000000076
300,40,0.08056435211323325,0.0007689520000000033
310,41,0.08056435211323325,0.0007930030000000005
320,42,0.08056435211323325,0.0008172109999999982
330,43,0.08082188944439984,0.0008412069999999966
340,44,0.08160435465742673,0.0008647879999999913
350,45,0.08160435465742673,0.0008959369999999994
360,46,0.08160435465742673,0.0009203289999999975
370,47,0.08162318277238725,0.0009447380000000005
380,48,0.08162318277238725,0.0009688729999999951
390,49,0.08162318277238725,0.0009927929999999918
400,50,0.08162318277238725,0.0010167319999999924
410,51,0.08162318277238725,0.0010406099999999974
420,52,0.08337318926779431,0.0010648280000000038
430,53,0.08337318926779431,0.0011304530000000035
440,54,0.08337318926779431,0.0011548360000000063
450,55,0.08337318926779431,0.0011785250000000136
460,56,0.08337318926779431,0.0012025300000000072
470,57,0.08337318926779431,0.0012261450000000118
480,58,0.0837054194807054,0.0012497710000000106
490,59,0.08413815956570489,0.0012742460000000205
500,60,0.08413815956570489,0.001298315000000022
510,61,0.08413815956570489,0.0013228990000000163
520,62,0.08413815956570489,0.0013472550000000194
530,63,0.08413815956570489,0.0013712310000000283
540,64,0.08457014465034124,0.001395509000000017
550,65,0.08457014465034124,0.001419244000000014
560,66,0.08497470716296397,0.0014434800000000109
570,67,0.08497470716296397,0.0014676670000000058
580,68,0.08497470716296397,0.0014916040000000075
590,69,0.08591281453078553,0.001516498000000005
600,70,0.08591281453078553,0.001541762000000002
610,71,0.08711778380373839,0.0015724870000000113
620,72,0.08711778380373839,0.0015968670000000157
630,73,0.08711778380373839,0.0016210220000000136
640,74,0.08711778380373839,0.0016449430000000098
650,75,0.08711778380373839,0.0016690840000000012
660,76,0.08711778380373839,0.0016928520000000086
670,77,0.08715547616009865,0.0017167120000000091
680,78,0.08715547616009865,0.0017420570000000052
690,79,0.08715547616009865,0.001765555000000002
700,80,0.08798231515354069,0.0017896329999999988
710,81,0.08910239934594401,0.0018144039999999917
720,82,0.08910239934594401,0.0018381859999999917
730,83,0.08914556718866008,0.0018621709999999958
740,84,0.09049269437614472,0.0018862590000000012
750,85,0.09049269437614472,0.0019103790000000037
760,86,0.0907579362672369,0.0019351729999999984
770,87,0.09532694816136326,0.0019590869999999982
780,88,0.09532694816136326,0.0019828780000000074
790,89,0.09532694816136326,0.0020065429999999995
800,90,0.09532694816136326,0.002030454000000001
810,91,0.09532694816136326,0.002053898999999998
820,92,0.09532694816136326,0.0020771279999999975
830,93,0.0955470555628166,0.002101394999999992
840,94,0.0955470555628166,0.002125782999999992
850,95,0.0955470555628166,0.0021496399999999943
860,96,0.09619339813082754,0.002173142000000003
870,97,0.09619339813082754,0.002196859999999995
880,98,0.09619339813082754,0.0022211019999999887
890,99,0.09619339813082754,0.0022445749999999848
900,100,0.09619339813082754,0.0022682539999999835
910,101,0.09619339813082754,0.002291763999999988
920,102,0.09619339813082754,0.0023156769999999882
930,103,0.09619339813082754,0.002339242999999991
940,104,0.09673108929982914,0.0023629349999999827
950,105,0.09673108929982914,0.0023862629999999857
960,106,0.09673108929982914,0.002409783999999998
970,107,0.09673108929982914,0.002433058000000002
980,108,0.09673108929982914,0.0024572209999999955
990,109,0.09712176636748762,0.002480611999999993
1000,110,0.09712176636748762,0.0025038589999999833
1010,111,0.09712176636748762,0.0025274169999999763
1020,112,0.09712176636748762,0.0025506319999999832
1030,113,0.09712176636748762,0.002574044999999983
1040,114,0.09712176636748762,0.0025973479999999854
1050,115,0.09712176636748762,0.0026209849999999785
1060,116,0.09712176636748762,0.0026442849999999823
1070,117,0.09730017896640543,0.002667801999999983
1080,118,0.09730017896640543,0.002691295999999982
1090,119,0.09730017896640543,0.0027148809999999746
1100,120,0.09730017896640543,0.0027380039999999745
1110,121,0.09730017896640543,0.0027620739999999755
1120,122,0.09738002002565388,0.00278579499999998
