iters,fevals,fitness,times
0,33017,6.0
10,33018,6.0
20,33019,6.0
30,33020,6.0
40,33021,7.0
50,33022,7.0
60,33023,7.0
70,33024,8.0
80,33025,8.0
90,33026,68.0
100,33027,72.0
110,33028,72.0
120,33029,72.0
130,33030,72.0
140,33031,72.0
150,33032,72.0
160,33033,72.0
170,33034,72.0
180,33035,72.0
190,33036,72.0
200,33037,73.0
210,33038,73.0
220,33039,73.0
230,33040,73.0
240,33041,73.0
250,33042,73.0
260,33043,74.0
270,33044,74.0
280,33045,74.0
290,33046,74.0
300,33047,74.0
310,33048,74.0
320,33049,74.0
330,33050,75.0
340,33051,75.0
350,33052,77.0
360,33053,77.0
370,33054,77.0
380,33055,77.0
390,33056,77.0
400,33057,79.0
410,33058,79.0
420,33059,79.0
430,33060,79.0
440,33061,79.0
450,33062,79.0
460,33063,79.0
470,33064,82.0
480,33065,82.0
490,33066,83.0
500,33067,83.0
510,33068,83.0
520,33069,83.0
530,33070,83.0
540,33071,83.0
550,33072,83.0
560,33073,83.0
570,33074,83.0
580,33075,83.0
590,33076,84.0
600,33077,84.0
610,33078,84.0
620,33079,84.0
630,33080,84.0
640,33081,84.0
650,33082,84.0
660,33083,84.0
670,33084,84.0
680,33085,84.0
690,33086,84.0
700,33087,84.0
710,33088,84.0
720,33089,84.0
730,33090,84.0
740,33091,84.0
750,33092,84.0
760,33093,84.0
770,33094,84.0
780,33095,84.0
790,33096,84.0
800,33097,84.0
810,33098,84.0
820,33099,84.0
830,33100,84.0
840,33101,84.0
850,33102,84.0
860,33103,84.0
870,33104,84.0
880,33105,84.0
890,33106,84.0
900,33107,84.0
910,33108,84.0
920,33109,84.0
930,33110,84.0
940,33111,88.0
950,33112,88.0
960,33113,88.0
970,33114,88.0
980,33115,88.0
990,33116,88.0
1000,33117,88.0
1010,33118,88.0
1020,33119,88.0
1030,33120,88.0
1040,33121,88.0
1050,33122,88.0
1060,33123,88.0
1070,33124,88.0
1080,33125,89.0
1090,33126,89.0
