iters,fevals,fitness
0,3304703,0.05088982398183875
10,3306894,0.0615591888654175
20,3309085,0.06020349755866963
30,3311276,0.06446551498675514
40,3313467,0.06340468694439916
50,3315658,0.0653599162908113
60,3317849,0.07084221032409856
70,3320040,0.0765386194682904
80,3322231,0.07698980754136238
90,3324422,0.07335714300811723
100,3326613,0.0754131134671583
110,3328804,0.08066605712720226
120,3330995,0.08538560533430609
130,3333186,0.0768533834425061
140,3335377,0.084452799114892
150,3337568,0.08155504373551534
160,3339759,0.08282865170333963
170,3341950,0.08784596285715475
180,3344141,0.08839504595981713
190,3346332,0.0889355807172814
200,3348523,0.09209475117828854
210,3350714,0.09306617396646606
220,3352905,0.09256774213846591
230,3355096,0.09477608582462538
240,3357287,0.09428927761222532
250,3359478,0.09244511397287669
260,3361669,0.09467679904128673
270,3363860,0.09355471540019034
280,3366051,0.09235679475748501
290,3368242,0.0952542491947674
300,3370433,0.0928854141258187
310,3372624,0.09755411639113803
320,3374815,0.09662319950621338
330,3377006,0.10065434421910989
340,3379197,0.09899655847200235
350,3381388,0.09731762855409924
360,3383579,0.09294027659895505
370,3385770,0.09643135788356302
380,3387961,0.10036814285743381
390,3390152,0.0972345115017116
400,3392343,0.09731932582544839
410,3394534,0.09634855294780781
420,3396725,0.09722123747656503
430,3398916,0.09868053176234792
440,3401107,0.0983697553964458
450,3403298,0.09566515555418713
460,3405489,0.10000815954488451
470,3407680,0.10146351256643578
480,3409871,0.09763466091075096
490,3412062,0.10277773978768842
500,3414253,0.10097594635783352
510,3416444,0.09770017762517329
520,3418635,0.09416155432831495
530,3420826,0.09819861813814258
540,3423017,0.09938143556102881
550,3425208,0.09940067416699472
560,3427399,0.09670044639597672
570,3429590,0.09500517545705783
580,3431781,0.0989488203397093
590,3433972,0.10183068525063572
600,3436163,0.10081642170027313
610,3438354,0.09986867555636975
620,3440545,0.1002579214066873
630,3442736,0.09892385913352406
640,3444927,0.10061671743317178
650,3447118,0.10240653081683336
660,3449309,0.09496318535178196
670,3451500,0.09706373724731528
680,3453691,0.10064407312090999
690,3455882,0.10092115371162995
700,3458073,0.09954142338403128
710,3460264,0.10165968826789687
720,3462455,0.0995497719545098
730,3464646,0.10079038657723743
740,3466837,0.10320823158025881
750,3469028,0.09978964396310888
760,3471219,0.10150552636404912
770,3473410,0.10138681219668169
780,3475601,0.10416493619213411
790,3477792,0.10358180223100551
800,3479983,0.09955017272474365
810,3482174,0.09994349441362778
820,3484365,0.1035252773245825
830,3486556,0.10155006660227209
840,3488747,0.09969259492258711
850,3490938,0.10435592933233617
860,3493129,0.10262253290796117
870,3495320,0.1039191030293887
880,3497511,0.10309437930377914
890,3499702,0.1047939082841679
900,3501893,0.10420257681700561
910,3504084,0.10361679775828235
920,3506275,0.10264387381487287
930,3508466,0.1038847306890271
940,3510657,0.10591700675633083
950,3512848,0.10392550746456716
960,3515039,0.1046740597530245
970,3517230,0.1015833171334262
980,3519421,0.10482400544317207
990,3521612,0.10738650558555478
1000,3523803,0.1082599194792347
1010,3525994,0.10519949974013451
1020,3528185,0.11686652461247374
1030,3530376,0.1094132390510249
1040,3532567,0.10870953441044691
1050,3534758,0.11343173782503356
1060,3536949,0.10637230239315967
1070,3539140,0.10651276777663976
1080,3541331,0.10975896372550893
1090,3543522,0.1105376343091988
1100,3545713,0.1132472761839947
1110,3547904,0.11524482462310114
1120,3550095,0.11705450560694187
1130,3552286,0.11163888605842057
1140,3554477,0.1167155588916439
1150,3556668,0.11720662493834659
1160,3558859,0.11067273471127136
1170,3561050,0.11171949483136212
1180,3563241,0.10874300821121234
1190,3565432,0.11029915971672849
1200,3567623,0.11782506606440671
1210,3569814,0.11067627446930872
1220,3572005,0.10775406270345922
1230,3574196,0.11597325051900383
1240,3576387,0.11281958980850759
1250,3578578,0.10985283861774144
1260,3580769,0.11193576468342142
1270,3582960,0.11649828086091349
1280,3585151,0.1134553803939383
1290,3587342,0.11156211007179338
1300,3589533,0.11749894053428034
1310,3591724,0.10938645436191825
1320,3593915,0.11265117261534491
1330,3596106,0.11962404087114788
1340,3598297,0.1116833240109299
1350,3600488,0.11964217999710747
1360,3602679,0.11221605299020376
1370,3604870,0.1126238879607321
1380,3607061,0.11008826324589137
1390,3609252,0.11096529119695842
1400,3611443,0.10961472361950247
1410,3613634,0.11062644782279692
1420,3615825,0.11235339537080047
1430,3618016,0.1202895951920203
1440,3620207,0.12072754767257533
1450,3622398,0.1137969262622922
1460,3624589,0.1171619106319023
1470,3626780,0.11263368216624983
1480,3628971,0.11984464094280615
1490,3631162,0.11071963431456468
1500,3633353,0.11427495347786835
1510,3635544,0.11387758749961156
1520,3637735,0.11957465625623266
1530,3639926,0.1159929187653486
1540,3642117,0.11960307268801743
1550,3644308,0.11868489005135398
1560,3646499,0.12059425341039857
1570,3648690,0.11912427038543648
1580,3650881,0.12561854843244333
1590,3653072,0.1262073811067454
1600,3655263,0.12331449451690292
1610,3657454,0.11893427581168875
1620,3659645,0.12474818105794583
1630,3661836,0.12471980099194326
1640,3664027,0.11805248046569372
1650,3666218,0.12390260762287539
1660,3668409,0.12078171178622074
1670,3670600,0.12461949267619563
1680,3672791,0.12498633936831
1690,3674982,0.12196951294866279
1700,3677173,0.12944526011473184
1710,3679364,0.12391490882780748
1720,3681555,0.12666975996402882
1730,3683746,0.12102664098767998
1740,3685937,0.1288969796845297
1750,3688128,0.12817631732441104
1760,3690319,0.12535026984683637
1770,3692510,0.1214702393406597
1780,3694701,0.12186212094554856
1790,3696892,0.12673040431455534
1800,3699083,0.12664117528167543
1810,3701274,0.12435789335776046
1820,3703465,0.12483898007880531
1830,3705656,0.12453365124751195
1840,3707847,0.12618108494366295
1850,3710038,0.12869780874747272
1860,3712229,0.12946737221783428
1870,3714420,0.13039395638439608
1880,3716611,0.1252760067850992
1890,3718802,0.12603608425782667
1900,3720993,0.12962440404587586
1910,3723184,0.12804977791082986
1920,3725375,0.12831643104550405
1930,3727566,0.12640916234789779
1940,3729757,0.12632631133190603
1950,3731948,0.13074474822123383
1960,3734139,0.12503814162918034
1970,3736330,0.1281827833227986
1980,3738521,0.12557609522449714
1990,3740712,0.12922977932969598
2000,3742903,0.12881316486062186
2010,3745094,0.13089570806906733
2020,3747285,0.1294142870611459
2030,3749476,0.1318835463590768
2040,3751667,0.12758285573277148
2050,3753858,0.13142900223203577
2060,3756049,0.12917419469611
2070,3758240,0.1315791435892826
2080,3760431,0.1259770064277792
2090,3762622,0.12815342754624068
2100,3764813,0.12737278625999046
2110,3767004,0.12850193798195786
2120,3769195,0.1292155811556662
2130,3771386,0.12508962308718863
2140,3773577,0.12620950309536183
2150,3775768,0.12368767264832833
2160,3777959,0.12579368154128165
