iters,fevals,fitness,times
0,33017,5.0
10,33018,10.0
20,33019,6.0
30,33020,6.0
40,33021,6.0
50,33022,6.0
60,33023,6.0
70,33024,4.0
80,33025,4.0
90,33026,5.0
100,33027,5.0
110,33028,5.0
120,33029,4.0
130,33030,4.0
140,33031,6.0
150,33032,6.0
160,33033,6.0
170,33034,5.0
180,33035,5.0
190,33036,5.0
200,33037,5.0
210,33038,5.0
220,33039,4.0
230,33040,6.0
240,33041,7.0
250,33042,6.0
260,33043,6.0
270,33044,6.0
280,33045,7.0
290,33046,7.0
300,33047,8.0
310,33048,5.0
320,33049,5.0
330,33050,6.0
340,33051,6.0
350,33052,6.0
360,33053,6.0
370,33054,6.0
380,33055,6.0
390,33056,6.0
400,33057,6.0
410,33058,5.0
420,33059,5.0
430,33060,5.0
440,33061,5.0
450,33062,6.0
460,33063,6.0
470,33064,6.0
480,33065,6.0
490,33066,6.0
500,33067,6.0
510,33068,6.0
520,33069,6.0
530,33070,6.0
540,33071,7.0
550,33072,7.0
560,33073,8.0
570,33074,8.0
580,33075,8.0
590,33076,8.0
600,33077,9.0
610,33078,10.0
620,33079,10.0
630,33080,12.0
640,33081,12.0
650,33082,12.0
660,33083,12.0
670,33084,12.0
680,33085,12.0
690,33086,13.0
700,33087,13.0
710,33088,14.0
720,33089,16.0
730,33090,17.0
740,33091,17.0
750,33092,17.0
760,33093,22.0
770,33094,22.0
780,33095,22.0
790,33096,22.0
800,33097,22.0
810,33098,22.0
820,33099,22.0
830,33100,22.0
840,33101,24.0
850,33102,24.0
860,33103,24.0
870,33104,24.0
880,33105,24.0
890,33106,24.0
900,33107,24.0
910,33108,24.0
920,33109,28.0
930,33110,28.0
940,33111,28.0
950,33112,28.0
960,33113,28.0
970,33114,30.0
980,33115,30.0
990,33116,30.0
1000,33117,30.0
1010,33118,30.0
1020,33119,30.0
1030,33120,30.0
1040,33121,30.0
1050,33122,30.0
1060,33123,30.0
1070,33124,30.0
1080,33125,30.0
1090,33126,30.0
1100,33127,30.0
1110,33128,33.0
1120,33129,33.0
1130,33130,33.0
1140,33131,33.0
1150,33132,33.0
1160,33133,33.0
1170,33134,33.0
1180,33135,33.0
1190,33136,33.0
1200,33137,33.0
1210,33138,33.0
