iters,fevals,fitness,times
0,1519,0.09831047226214866,0.004434229999999317
10,3025,0.1203731859157484,0.008451950999999625
20,4538,0.13403446531977758,0.012236644999999768
30,6052,0.13673767986457516,0.01574717000000092
40,7566,0.14545251429455722,0.019275826000001217
50,9083,0.16106120644947483,0.0224826430000018
60,10598,0.16107815292433686,0.02557236100000182
70,12109,0.14868579897867,0.028602374000001873
80,13625,0.1498545999548394,0.03154164700000095
90,15145,0.15273392347033127,0.03439824700000216
100,16662,0.15098218275315622,0.0370939820000018
110,18174,0.15167311041540274,0.03980665900000169
120,19691,0.14767566037152915,0.042422710000002084
130,21206,0.14403686058168813,0.045145310000002326
140,22720,0.14556936822559363,0.0479123680000022
150,24232,0.14812674320675798,0.05066742000000346
160,25744,0.1479174656657375,0.05346289400000437
170,27258,0.1498174196696493,0.05620439700000546
180,28769,0.14941345159984648,0.05896850900000494
190,30279,0.1516999524558666,0.061756637000005554
200,31792,0.14827775843164634,0.06445148900000497
210,33310,0.15154272966389293,0.06731355600000555
220,34826,0.14981741966964932,0.07009693100000547
230,36350,0.15397789399502865,0.07285543500000635
240,37865,0.15174113836368827,0.07564608400000594
250,39375,0.15537617033292334,0.0782172140000057
260,40891,0.15667460042529768,0.08085671600000488
270,42405,0.15479506473026303,0.08343112800000618
280,43919,0.15253584078058902,0.08604028600000646
290,45441,0.14934175891629908,0.08876799500000665
300,46955,0.1512561532829455,0.09148062700000636
310,48473,0.15397789399502868,0.09425038900000615
320,49995,0.15397789399502868,0.09684330700000565
330,51512,0.15537617033292336,0.09930646700000523
340,53034,0.1531682504300233,0.10202052000000528
350,54551,0.15160783181405116,0.10472683400000449
360,56067,0.15224487356849326,0.10752349000000372
370,57586,0.1488117632917182,0.11019681100000511
380,59106,0.15511255521928113,0.11281732000000488
390,60616,0.15316825043002333,0.1154893970000046
400,62129,0.16145054266943734,0.1180796410000049
410,63645,0.15158330000204795,0.12064111500000507
420,65169,0.15479506473026308,0.12319900600000366
430,66679,0.15739576659502016,0.12573907700000397
440,68192,0.15242124531804135,0.1284604520000041
450,69703,0.1489951925845553,0.13110389500000252
460,71210,0.14864408874634447,0.13384551600000272
470,72722,0.15116968520440963,0.13672369400000228
480,74236,0.15325100221318746,0.13950936800000235
490,75753,0.1512199409661011,0.14226092300000204
500,77265,0.15397789399502865,0.14488423100000247
510,78781,0.15498717692910272,0.14738264700000236
520,80301,0.15479506473026308,0.15001833600000225
530,81813,0.14969360075248783,0.15268426100000276
540,83327,0.15174113836368822,0.1554179210000033
550,84839,0.15116968520440963,0.15813801900000257
560,86354,0.15275237622539023,0.16078187100000285
570,87874,0.15201473824615508,0.16353213900000263
580,89384,0.15074277924126794,0.16619703600000157
590,90903,0.149073755973845,0.16893690900000102
600,92416,0.14774857591002905,0.1734358070000006
610,93932,0.15195634803125196,0.17614928000000063
620,95451,0.15270039367351768,0.17888151900000082
630,96966,0.15747364301376945,0.18156126100000058
640,98488,0.15534408878654216,0.18428838800000058
650,100002,0.14803935016112627,0.18695272700000132
660,101521,0.15397789399502865,0.18968002000000084
670,103039,0.1462820007107331,0.19241943200000122
680,104556,0.14852051288105253,0.19509613800000203
690,106071,0.15109238853968576,0.19782125300000253
700,107585,0.14985116565078302,0.200517253000001
710,109104,0.15397789399502862,0.20323063200000036
720,110617,0.15163511565656865,0.2059661849999994
730,112141,0.15451319797703786,0.20861380999999923
740,113660,0.14717431701483605,0.21139372699999903
750,115178,0.15622351295321169,0.2142110739999996
760,116693,0.15062636489052916,0.21695583899999882
770,118217,0.1517885656616216,0.21976225399999727
780,119736,0.14389529476092588,0.22252585399999703
790,121249,0.14900050071507948,0.2253070969999964
800,122764,0.1556953689806924,0.22805667499999593
810,124273,0.15213046073855913,0.23071373799999684
820,125779,0.14792167514102197,0.23350980099999674
830,127296,0.15180951355057926,0.23620941699999598
840,128817,0.15451319797703778,0.23895503099999615
850,130329,0.15451319797703783,0.2416163049999973
860,131844,0.14747617966379845,0.24424002799999656
870,133363,0.14985840642549972,0.2469761929999965
880,134882,0.1527309634948283,0.24968760399999645
890,136397,0.1503002574641753,0.2524632779999969
900,137907,0.15241587317414573,0.2552335779999968
910,139425,0.14553011909164248,0.2579458259999967
920,140943,0.15493062033196855,0.26073882999999576
930,142456,0.14551054031359076,0.263417301999997
940,143965,0.15194524848220214,0.2661958019999968
950,145486,0.15622351295321169,0.26893400999999706
960,147000,0.15113014234910638,0.2715580859999971
970,148511,0.15122266412576038,0.2742628779999965
980,150034,0.15167409217436548,0.2769205119999967
990,151554,0.14793835772284508,0.27961693699999657
1000,153077,0.1455306673214872,0.2823669599999974
1010,154591,0.1480302276583419,0.28505025399999795
1020,156107,0.14991008285151877,0.2878031399999976
1030,157616,0.1511829604623151,0.29048911499999797
1040,159132,0.15215809481593826,0.2931666629999974
1050,160649,0.15067782145503897,0.2959116239999968
1060,162162,0.15123093191725445,0.2985753969999969
1070,163677,0.14680829097789727,0.3013354599999971
1080,165200,0.15386276820256162,0.3040627419999957
1090,166714,0.1503815260911912,0.3067558819999956
1100,168229,0.14937657071202848,0.3095364959999962
1110,169740,0.14892111747524633,0.3121779479999969
1120,171254,0.14596135986728825,0.31494920399999593
1130,172763,0.1532839297073997,0.31767494299999655
1140,174283,0.1472091447616206,0.3203454689999976
1150,175795,0.14891799704455327,0.32311951799999683
1160,177308,0.15238674499663923,0.32575282699999697
1170,178824,0.15208053661716617,0.3284220669999982
1180,180339,0.15309602540556425,0.33116218199999814
1190,181859,0.1548302761068908,0.33381386199999774
1200,183368,0.15269196083974254,0.3365082269999977
1210,184879,0.15060681864944897,0.3390877539999977
1220,186398,0.15113014234910638,0.3417264729999978
1230,187906,0.15451319797703783,0.3444159389999992
1240,189412,0.15030370071571977,0.34695013099999805
1250,190929,0.1512561532829455,0.34962342799999746
1260,192440,0.15077963770309152,0.3522214119999969
1270,193957,0.15534408878654216,0.3548568599999964
1280,195475,0.15622351295321169,0.3575741019999956
1290,196990,0.15479506473026308,0.36022745799999534
1300,198500,0.15147048035138175,0.3628978249999957
1310,200014,0.15270419446348368,0.3654912909999961
1320,201531,0.15270419446348368,0.3680572009999974
1330,203047,0.15238051020844554,0.3706937419999967
1340,204559,0.15479506473026308,0.3732705829999965
1350,206075,0.15502762439998954,0.37585898699999554
1360,207592,0.15147048035138175,0.37846489899999547
1370,209105,0.15451319797703778,0.381096902999996
1380,210616,0.1548573495966375,0.3837744469999951
1390,212131,0.1532297233303831,0.38643208899999415
1400,213648,0.14969750296545734,0.3890866249999938
1410,215165,0.1511829604623151,0.3918516499999942
1420,216675,0.14977968223566307,0.3945407069999938
1430,218187,0.15451319797703783,0.39719885599999394
1440,219701,0.15397789399502865,0.39982281599999325
1450,221214,0.15346444513918853,0.40242623599999483
1460,222728,0.14920562080253755,0.4050989729999941
1470,224249,0.15035528241864757,0.4078275859999927
1480,225768,0.14915793470082847,0.41053538699999237
1490,227287,0.15060933736143928,0.4132829359999928
1500,228801,0.14622103370840697,0.41599943699999287
1510,230317,0.14706101724392492,0.41873253099999275
1520,231832,0.14919103340820766,0.4214330189999931
1530,233347,0.15209040901637164,0.42410996999999284
1540,234858,0.1481142971403045,0.42691522899999335
1550,236371,0.15049463940607502,0.4295993699999947
1560,237885,0.1538635936682771,0.432357737999995
1570,239398,0.15396297261062422,0.43499068199999513
1580,240912,0.15270419446348368,0.43760431399999433
1590,242426,0.1529945413772958,0.440327164999994
1600,243938,0.1517885656616216,0.44293594699999517
1610,245459,0.1524482893979987,0.4455749439999952
1620,246978,0.14998131752837174,0.4482396759999947
1630,248487,0.1503552824186476,0.4508708709999958
1640,250003,0.15174113836368824,0.45362847999999545
1650,251518,0.14926254854042248,0.4563280519999964
1660,253029,0.15113014234910638,0.45903130999999675
1670,254538,0.15502762439998954,0.4617968739999956
1680,256049,0.1567410406878748,0.4644407099999963
1690,257570,0.15215019894172038,0.4671475439999959
1700,259091,0.14995469845464,0.4698139339999958
1710,260605,0.15649461456604202,0.4724929999999947
1720,262127,0.14974351272622105,0.47526577899999545
1730,263645,0.15109984974573892,0.47791805299999446
1740,265161,0.14716165606290058,0.4806519539999954
1750,266680,0.14723288657774602,0.483384798999996
1760,268197,0.15275237622539023,0.4860222489999959
1770,269710,0.15072837241214004,0.48882158899999517
1780,271231,0.14899519258455535,0.4915223729999951
1790,272746,0.15397902632772603,0.49420620199999554
1800,274267,0.15397902632772603,0.4967921039999954
1810,275781,0.15498717692910272,0.4992268239999955
1820,277296,0.15397789399502868,0.5017983379999951
1830,278806,0.15622351295321169,0.5043996469999943
1840,280315,0.1549282938305222,0.5070823349999944
1850,281832,0.15316825043002338,0.5098935159999947
1860,283347,0.1517499187229616,0.5125291429999947
1870,284859,0.15397789399502865,0.5152742619999948
1880,286378,0.14406924867986695,0.517967994999994
1890,287899,0.1472091447616206,0.5206354899999948
1900,289413,0.14900179373573513,0.5234760109999943
1910,290931,0.14565526172118293,0.5262139679999951
1920,292448,0.14503408412127167,0.5290204349999961
1930,293964,0.15262376001537548,0.531747217999996
1940,295472,0.1475966555072836,0.5344432189999964
1950,296988,0.14925040146674662,0.5372014459999974
1960,298503,0.14704645490420634,0.5398960379999966
1970,300019,0.1504614554580254,0.5426705899999966
1980,301540,0.14776402838407204,0.5454887899999967
1990,303057,0.14857412607742454,0.5481534449999952
2000,304574,0.15362262114005257,0.5509409339999962
2010,306086,0.1529403530198928,0.553646460999996
2020,307604,0.15027708309543078,0.5563007949999967
2030,309119,0.15131491160870209,0.5596084409999964
2040,310638,0.15270419446348366,0.562320503999997
2050,312148,0.14249780722902128,0.5650868179999975
2060,313659,0.14324291144965717,0.5677186699999979
2070,315179,0.14910495275742186,0.5704949419999981
2080,316692,0.15111501852335157,0.573225438999998
2090,318214,0.1545151930575282,0.5759468069999976
2100,319727,0.14810649350841365,0.5787190369999973
2110,321246,0.15083300936174854,0.5814228749999977
