iters,fevals,fitness
0,17611608,3978.8883650740877
10,17613799,3983.976214780518
20,17615990,3978.8883650740877
30,17618181,3978.8883650740877
40,17620372,3978.8883650740877
50,17622563,3978.8883650740877
60,17624754,3993.790004082634
70,17626945,3978.8883650740877
80,17629136,3978.8883650740877
90,17631327,3978.8883650740877
100,17633518,3978.8883650740877
110,17635709,3978.8883650740877
120,17637900,3978.8883650740877
130,17640091,3978.8883650740877
140,17642282,3978.8883650740877
150,17644473,3978.8883650740877
160,17646664,3978.8883650740877
170,17648855,3978.8883650740877
180,17651046,3978.8883650740877
190,17653237,3978.8883650740877
200,17655428,3978.8883650740877
210,17657619,3998.5617318786253
220,17659810,3978.8883650740877
230,17662001,3978.8883650740877
240,17664192,3978.8883650740877
250,17666383,3978.8883650740877
260,17668574,3978.8883650740877
270,17670765,3978.8883650740877
280,17672956,3978.8883650740877
290,17675147,3978.8883650740877
300,17677338,3994.148665384204
310,17679529,3978.8883650740877
320,17681720,3978.8883650740877
330,17683911,3978.8883650740877
340,17686102,3978.8883650740877
350,17688293,3978.8883650740877
360,17690484,3978.8883650740877
370,17692675,3978.8883650740877
380,17694866,3991.052822441559
390,17697057,3978.8883650740877
400,17699248,3978.8883650740877
410,17701439,3978.8883650740877
420,17703630,3982.228973278298
430,17705821,3978.8883650740877
440,17708012,3978.8883650740877
450,17710203,3988.2046139091294
460,17712394,3978.8883650740877
470,17714585,3978.8883650740877
480,17716776,3978.8883650740877
490,17718967,3978.8883650740877
500,17721158,4012.183918144672
510,17723349,3978.8883650740877
520,17725540,3978.8883650740877
530,17727731,3978.8883650740877
540,17729922,3978.8883650740877
550,17732113,3978.8883650740877
560,17734304,3978.8883650740877
570,17736495,3978.8883650740877
580,17738686,3978.8883650740877
590,17740877,3978.8883650740877
600,17743068,3978.8883650740877
610,17745259,3978.8883650740877
620,17747450,3978.8883650740877
630,17749641,3978.8883650740877
640,17751832,3978.8883650740877
650,17754023,3978.8883650740877
660,17756214,3978.8883650740877
670,17758405,3978.8883650740877
680,17760596,3978.8883650740877
690,17762787,3978.8883650740877
700,17764978,3978.8883650740877
710,17767169,3978.8883650740877
720,17769360,3989.893506292219
730,17771551,3989.893506292219
740,17773742,3989.893506292219
750,17775933,3989.893506292219
760,17778124,3989.893506292219
770,17780315,3989.893506292219
780,17782506,3989.893506292219
790,17784697,3989.893506292219
800,17786888,3989.893506292219
810,17789079,3989.893506292219
820,17791270,3989.893506292219
830,17793461,3989.893506292219
840,17795652,3989.893506292219
850,17797843,3989.893506292219
860,17800034,3989.893506292219
870,17802225,3989.893506292219
880,17804416,3989.893506292219
890,17806607,3989.893506292219
900,17808798,3989.893506292219
910,17810989,3989.893506292219
920,17813180,3989.893506292219
930,17815371,3989.893506292219
940,17817562,3989.893506292219
950,17819753,3989.893506292219
960,17821944,3989.893506292219
970,17824135,3989.893506292219
980,17826326,3989.893506292219
990,17828517,3989.893506292219
1000,17830708,3989.893506292219
1010,17832899,3989.893506292219
1020,17835090,3989.893506292219
1030,17837281,3989.893506292219
1040,17839472,4004.626343150363
1050,17841663,3989.893506292219
1060,17843854,3989.893506292219
1070,17846045,3989.893506292219
1080,17848236,3989.893506292219
1090,17850427,3989.893506292219
1100,17852618,3989.893506292219
1110,17854809,3989.893506292219
1120,17857000,3989.893506292219
1130,17859191,3989.893506292219
1140,17861382,3989.893506292219
1150,17863573,3989.893506292219
1160,17865764,3989.893506292219
1170,17867955,3989.893506292219
1180,17870146,3989.893506292219
1190,17872337,3989.893506292219
1200,17874528,3989.893506292219
1210,17876719,3989.893506292219
1220,17878910,3989.893506292219
1230,17881101,3989.893506292219
1240,17883292,3989.893506292219
1250,17885483,3989.893506292219
1260,17887674,3989.893506292219
1270,17889865,3989.893506292219
1280,17892056,3989.893506292219
1290,17894247,4010.0112951665496
1300,17896438,3989.893506292219
1310,17898629,3989.893506292219
1320,17900820,3989.893506292219
1330,17903011,3989.893506292219
1340,17905202,3989.893506292219
1350,17907393,3989.893506292219
1360,17909584,3989.893506292219
1370,17911775,3989.893506292219
1380,17913966,4008.72237422798
1390,17916157,3989.893506292219
1400,17918348,3989.893506292219
